"","WT.RT.1","WT.RT.2","WT.RT.3","KO.RT.1","KO.RT.2","KO.RT.3","WT.COLD.1","WT.COLD.2","WT.COLD.3","KO.COLD.1","KO.COLD.2","KO.COLD.3"
"Cish",6.11879308554579,6.11346164595487,5.70328921455174,4.8202489502897,4.65920250212272,4.79814225511631,5.55899271813148,5.94695542751671,5.70472641272541,4.92643118364903,4.87233783257874,4.73433139951293
"Ckb",7.54399532890029,7.90580436118229,7.93280141610274,9.07184581952539,8.83087164684207,9.38127121633494,8.5098955664408,8.32648052384391,8.92273722835718,9.05021845674564,9.33690553545532,9.12224909565202
"Ackr3",7.68836994132358,7.42030595911974,7.40621449264369,6.56480904833154,5.97941413114163,6.19554353344494,8.99795548513781,8.91285915147841,8.68373861386163,8.9810144377432,8.86222550277954,8.59914028645568
"Cnn1",6.78007426275373,6.57064150882008,6.40565991541686,6.27819830354314,6.4054345455329,6.272797557561,7.48158858097859,7.00088807575555,7.47855473291254,9.04121905968044,8.81934526496802,7.57364090441748
"Cp",7.09818182596605,6.28357941230074,6.68508658021792,7.50071774842996,8.20601645516497,7.50522392571981,6.88226799449003,7.23850282798745,7.01949817247819,7.03389146720216,7.30074778970878,7.64287788023151
"Cryab",8.56059311945774,9.0000515151067,8.32368390185423,10.168315366267,9.79510025926192,10.2055611833692,9.13416920908553,9.68526317182874,9.83524877788027,10.3448322092618,10.0822229021419,10.1860143285226
"Cybb",6.24068441842513,6.01608421601021,6.50056746287401,7.18770055588338,7.71891331514837,7.54070130703367,6.18875850793183,6.71486294767909,6.06070369872732,5.51316673332378,5.78535379230613,6.60995751439652
"Cyp2f2",6.26642483426303,5.93618652954345,6.76693456966355,6.67155035646379,5.90779587437286,5.67202042425181,7.01465076908508,7.87611811300253,7.08889070272814,5.62283918072681,6.71558343499141,6.16724118564652
"Cyp4a14",3.06042728848342,3.15783623884721,2.93538796404787,3.0683431406836,2.89837256112791,3.33589645373208,3.71530077144887,3.59254338093026,4.16953244462757,5.07259731232715,5.58300137371802,5.12184295501406
"Gadd45a",3.98032468749819,3.39500705447589,3.56290043024229,5.08992385238562,4.1881501722827,6.44412880757704,4.31865292457048,4.08219972496545,3.80515087970311,4.29507222466507,5.06728337296124,5.18984047518994
"Defa3",3.25134843235272,3.73689302046743,3.78914635469507,2.21204828676344,2.92201947455001,2.4923012246593,2.95512851728205,3.16863067940172,2.50956167711471,3.04008117855158,3.41022327280236,3.00111912771687
"Dio2",8.3158234627327,8.5261623821279,8.40654195355424,5.36973543701701,4.96383302339826,4.21901259859962,11.5932756267337,11.6191716784741,11.7429698575407,11.4066414973925,11.6488326836924,11.3135104589914
"E2f3",4.6405064946852,4.75775881252765,4.80109137832381,5.05311694034583,5.49958425200525,5.49729148210195,5.03479275414735,4.87897887792253,4.86756373805761,6.25324166787061,6.09056969128067,5.79838931627827
"F2r",8.40843797209912,8.10212330303196,8.16031939037903,7.8591670137654,7.53658087310215,8.11563308773488,8.9805832528696,8.79385711667979,8.94253338788196,7.63599048751031,7.53676736063776,8.1157720153123
"Fgf13",2.96456296809786,3.38858210411204,3.62285836997338,5.08547795958949,5.44720729268264,4.38128905121204,3.31818645181233,3.64467717080969,3.59383810917485,4.89397926205385,4.06676076598061,4.22897626486837
"Fgf14",5.74405589400584,5.16223646137573,5.33905997363137,4.66351727304744,4.34294612036455,4.09193606647768,3.66787278182638,4.09481175944233,4.00392522997728,3.72227519748086,4.05191050227047,4.19323571771369
"Fosl1",2.89769302613036,3.34567575060542,3.12004509117726,2.61755364339624,2.74769136369646,2.89383795185717,4.40902987527657,4.52420472474023,4.51063288062281,5.93963005387066,6.97747300037441,7.10212572501025
"Slc6a13",5.34360063880758,5.26915361363315,4.77093470789541,3.35294604318104,3.29567223684945,3.75403242572131,3.55768400739009,5.29215550849592,3.93414000835969,3.45719355962892,3.07663952667846,2.9736742514322
"Got1",7.8088769101696,7.70686822031912,7.98225625695807,9.01111831824323,9.09035799662438,8.98412002528313,10.6987094041154,10.6208905351167,10.7593252591077,10.75206996273,10.7634525357514,10.4473950539738
"Got2",10.0670252972754,9.99121068577064,9.98017056134067,11.0337043860863,11.0177077904683,11.2425392835868,10.1042292060493,10.0265040488675,10.2794630946746,10.7789802050661,11.0141244914827,10.9748290843318
"Gk",9.48425148483579,8.92703219790609,9.11320930912275,7.37798225437537,7.12039286745652,6.85885021971341,11.4259434859249,11.3191864499247,11.3689340121384,11.4224233030341,11.516809765338,11.0444515398207
"H1f0",9.75532139140471,9.41218891143519,9.74458159768267,9.07840862005908,9.65464193401626,9.38373394317466,8.4910411861278,8.65947292372624,8.3845555260291,7.36658538291926,7.16849094350695,7.96047217333447
"Hlx",6.78514677658106,6.33074349819451,6.16508276196348,5.45391263804647,5.92546276953008,5.74543518997181,6.92768949312737,6.78263450310579,6.97703143802637,5.57295257771336,6.23588044714672,5.79779947330048
"Nr4a1",11.3203657118143,11.5171777386718,11.6921118966217,10.6127308845282,9.64457513939064,9.35700416815208,10.3042865309236,9.86662358202338,9.62069368532151,9.16643037659722,9.79502724420473,10.3314212867436
"Hoxc6",6.46702008703808,5.42333280316879,5.85806630352308,6.4006051436359,6.18071404313255,5.62076749710787,5.47539428364387,6.02274556807633,5.19094303092482,4.32272299120694,4.18024597845162,4.04693624304832
"Hpd",3.93879091742308,4.06141755330587,4.60792795082893,5.27758163963718,6.08747403795991,5.3345304281788,4.1040224641727,3.73967001430292,4.1472443458754,5.28005429294461,5.43713073851441,5.82996410338811
"Hpx",3.0704569932612,3.18022216013863,2.9277739564692,2.98060260070817,2.95231265531148,2.88984999124836,5.87285785665469,5.88338771691849,6.17703186848559,4.19285086766068,5.06343417299273,3.98727622707829
"Ifi204",3.84821858492446,4.63652365326465,4.69764635959575,5.75663981162368,5.58082941752004,5.49273880514112,6.07558412817975,6.75368777153852,6.16624982377902,6.19630201427338,6.59041241890503,6.79127864415878
"Ighm",4.60927942800303,4.94803603237016,3.50346855011388,3.25092933016106,2.71441020512637,3.80153933559016,5.42517483694396,5.19194678582211,5.02471052667146,3.35389491191099,3.22198085769237,4.0912931265488
"Igh-V11",8.79955494452979,9.57439917345364,8.87236099664333,7.90359810414069,8.48693561702991,7.70061221842231,9.35250724815384,9.58335677843867,9.57019467740037,9.74005239732288,9.57007111899915,9.30840834507792
"Igh-VJ558",4.60501487003464,3.02995470741766,3.29180339752622,3.69385268581202,1.97229820937685,3.68682280113839,3.98125072636148,5.07373873655295,6.17793073409214,1.58254773394454,2.18277780852677,1.90902881780202
"Jchain",5.34596093539638,4.86834273520695,4.55179956788135,3.74177516166848,3.72356034232839,4.2179296405059,5.45169947897939,5.52817111718374,4.82721483324132,3.79210086918177,4.13983180310409,3.69336556159418
"Igk-V28",6.04685885394952,4.98523326963351,5.54166027474631,5.1693106002937,3.77394975624154,3.56987267473391,5.07154838819417,5.52823208295375,5.86898344105892,4.0764405117694,4.23973548493473,2.95800818625967
"Iglv1",6.35338912668068,4.79288010902684,5.39544906448651,4.97363973034206,4.58952103612819,4.46562933119161,6.82399959323158,6.74331976816459,6.04277764679627,3.87250552036595,4.84166010054181,3.20881306027238
"Itga3",4.47267321198483,4.54389909755015,4.83559667509663,4.60928245938885,4.82795972300573,4.86077194161876,5.44025962089522,5.74856250135461,5.49327906529781,6.4863026233788,7.05977303538537,7.35533498547431
"Itih4",4.75569462304517,4.10689694264112,5.4167874936461,7.09724428047421,8.02872984391651,5.47246798415072,5.41911455338301,5.85188852712328,5.58607576114608,5.59030415293399,6.55304417255628,7.30418123645743
"Lcn2",3.9119328287657,3.36670017745696,3.85236426284457,4.28207456817822,4.42467145042355,4.17551651954596,3.70354935833043,4.2642011118025,4.57082168480152,4.87572596139524,5.90986690309912,8.03710510211979
"Peg10",3.73671049975291,3.47028318120952,3.45326904728321,3.93543232868074,3.76850085570119,4.11968961947815,3.95881677380944,3.84809257662686,4.3154914424186,5.38529070508196,5.31823326054724,5.24594222396219
"Smco4",5.3112099535305,4.74537446742467,5.93499036186704,4.61264451267146,5.00231263340902,5.68762303018672,4.89500261444609,5.23787276063628,4.42738853082051,3.46161689291389,3.69382083329499,3.61810104689987
"Pfkfb3",9.59855710414866,9.20636203604629,9.17110825455668,9.28247293631364,8.77571364618243,8.82588285904547,9.9651461310852,9.89361358005056,9.73772133719531,8.90820125451774,8.94232371745032,8.32915971413124
"Lyz1",6.02877051112484,5.80981643313358,5.94127368148562,4.88819747254124,5.93621113540846,6.0524188738428,6.42956789950357,6.40658652439261,6.83401096104079,5.00091777344779,4.65023035237427,5.5645768584862
"Mbnl3",5.36038164922257,5.46142540411595,5.5888882230115,5.66423003587783,5.69723564077485,5.78609192053997,6.07255556268167,5.77474897613852,6.20502109790174,6.67313085530583,6.81306555640558,7.63304172917251
"Syt12",6.62177238378168,6.37504955244018,6.25361446077754,6.05348277309652,6.01013609462636,5.04897171894953,7.08413837451784,7.28530418585187,7.05380965245688,6.12863569054811,6.13148567124092,5.22999012748927
"Galnt10",5.80509181476173,6.21859710830487,5.80954159598692,6.22810460775836,5.68969677486033,5.66794202401526,5.56266324174217,5.61089946054567,5.96863479642206,4.3403874606052,4.58002938041443,4.53111638451081
"Mc2r",5.01861720723929,5.26123538112919,4.85569485964179,4.83595380179918,4.85402291948836,4.46317594107602,3.72561056555137,4.39636978069358,3.4514217389424,5.04001070351903,4.80700303720124,5.53499653766848
"Cxcl9",8.87310852206119,8.9745128130109,8.86195679527274,9.02250603921753,9.76575097123276,8.5380151117454,8.89894298944546,9.65695735256159,8.78711371299744,8.06354000797342,7.73042406963709,7.9884417286491
"Mki67",4.09623620393946,4.2608337015887,3.79396822299755,4.72918636527758,4.65665940130572,4.51459391568313,4.48440016844961,5.03406049137252,5.20299633623722,4.02782324645975,4.21152699247109,3.97261502607094
"Cd200",8.55179670952333,8.56675786317968,8.58550208089626,8.3788232025696,8.50025197816618,8.60902919994104,7.49052380530871,7.00643559040885,8.00437948283524,6.70421886380501,6.35042231863406,6.36622291037792
"Cited2",7.98289527514754,8.37346247519611,8.34644283894909,8.93056206086261,9.61192682447091,9.39919493524084,7.86159385869452,8.02538352590507,7.9327541051528,8.5773992188822,8.39584209855238,8.21638953905978
"Myc",6.31192782431221,6.99807359696173,7.36981513009637,7.41776469653934,7.6650748387459,7.2082607411626,6.42355031281369,6.82631211375418,6.74557073301754,7.50674270981229,7.91535590075006,9.07681787067134
"Nnat",8.2791962224943,7.65979049691013,7.92184693045691,9.14453687065983,9.47682150652247,10.2389154417186,7.55457989951178,9.40450090895451,7.78516582383766,8.15652462875618,9.08772332527396,9.39856223457499
"Nr4a3",6.92277901899471,7.53138759486086,7.98382139126464,6.3384982595653,4.53458943754389,4.81800723336102,9.6997934198395,9.29683904849012,8.98535171360373,9.67085381896172,9.47950555718478,9.49667336943429
"Npr3",8.89051515491832,9.46150551048401,9.65709154066197,9.72655263223378,9.33027487472496,10.5685050666683,12.0549027290793,11.8591714070945,11.9950103110327,11.115658556234,10.6057383426521,10.5470869379118
"Ntf3",6.1932415809667,5.18882068503884,5.47575514952752,5.15342694250216,5.54526192457905,5.98748296026614,5.60474153606006,5.43556371642245,5.01747875887433,4.42372552963168,4.43380563118331,4.09527408083641
"Dusp8",4.12104186221696,4.41292249972687,4.92537535937133,4.56207371754241,3.37313509236726,4.68933599807754,5.81741714179051,5.84006316085957,5.64611468101507,6.50004844125543,7.31815399035464,7.12748941800869
"Hspa4l",6.62069042145212,6.29802907030073,6.4762282002897,6.80673995715029,6.34149763235897,6.69087364535044,8.95259638067013,8.85646627746962,8.91598914657311,8.37126255503636,8.04558620652074,6.83908399088164
"Pgf",2.07041896923649,2.01190641406585,2.81832375157981,2.35349898356064,2.73364414791301,4.3073780579301,5.47021204117653,6.39342037578917,5.69520073409129,7.01931489637341,7.13904175442937,8.25906851360509
"Pik3cd",2.73865140956869,1.93849022145407,2.73650387075501,3.43830624382731,3.80295161453359,3.30157325421757,2.63496418109664,3.05518696085938,3.56968493143576,3.07223507040367,3.06633096427028,3.05941982028902
"Pim1",8.78803200227289,8.81282761852417,9.19952301315067,8.14873945653659,8.06334675826868,7.43025355115577,10.0175829719957,9.77159747827926,9.39433952834783,8.32356359080655,9.09555128148987,8.46657569551734
"Prss12",4.85144792182569,5.20977338795436,4.21621918525385,6.59041930406327,6.43477746591559,7.21888748376748,4.45297570531675,4.62458487307442,4.82711717859274,5.68176856461825,6.54743693191999,6.66492998495109
"Ptgds",4.98353943915054,5.27951189381437,5.68526232104003,7.5643820947298,7.43135443230877,7.81136754842603,5.34535829900464,5.55603793546872,5.57997621736211,7.10582537042151,6.60795659546654,8.03992827574689
"Ptger3",8.49028139755178,7.90739935470248,7.89667588353354,7.08323522688173,7.0024220744676,6.39050367767659,6.05484185257464,6.39339088686006,5.59108094855873,5.20808142307123,4.89115036119918,5.52179606313384
"Rab22a",8.23417717262735,8.08472872369632,8.90946854946883,8.14853663813422,8.76311385677946,8.65753261719857,9.34846470504254,9.06911885621762,9.05434644286171,7.4633884135206,8.23714092841809,8.66510346032907
"Igh-VX24",3.95750273918322,5.41559440362663,4.91800291387601,4.90735855987783,4.31726164980739,2.76435416193267,5.29708772155716,5.32665375778043,4.90349066598368,3.39227774803514,3.1276209327231,4.05641904856541
"Acsm3",9.68564288854738,9.68143068947583,9.97286057972838,9.20155127604948,8.93974848248193,8.80699793833683,9.69947815578129,9.25308522151865,9.28538666205904,7.37464493538994,8.0347254006593,8.52786922178728
"Msr1",3.89157251836243,3.48499252159164,3.82954449202624,4.60467143554687,4.55516343029925,4.0074196563137,4.00512072317633,4.35113207768004,4.03649591160686,4.77235954811936,5.11614593353632,5.64267840757988
"Ccl2",3.40243393266349,3.05361785702654,3.62039048919505,4.89165298107781,4.75667660273057,4.83913006269759,4.60011556898725,4.64399701736543,4.88441480299041,4.56444091223048,4.34950792557885,6.04459713980839
"Ccl6",4.92010559331613,4.44310588257664,4.85385945867763,5.82395840018846,6.25254945706104,5.60451333325854,6.75413846851716,7.18545356843846,7.02167875949301,6.88013525072093,7.04469891594597,7.89035282904075
"Ccl7",3.93553232683581,4.19100812309951,3.87842652475381,5.14155696426399,5.26748638195595,4.83365086970919,4.30991827232898,4.33269006775626,5.03709505273775,5.38544572977381,5.55118132272239,7.08532078463602
"Ccl9",6.26049131914497,5.58614624933742,6.0784832544135,6.60229354115468,7.10550301629629,7.28315861040558,8.11752237617085,8.56923072370309,8.12488439172851,8.34318348502785,8.91558805479827,9.14013627471739
"Sema3b",5.48264124229208,4.53789849291819,5.10330398047156,6.29038969157998,6.33826086761365,6.55042699852296,4.57675157731213,4.4391951688013,4.35589008431778,4.71785863638452,5.78183104397512,6.06916341128696
"Slc12a2",8.66331151180992,8.68182578320069,8.61218741792372,8.05804413184428,7.81907871424866,8.20009602075472,10.2034361372512,9.99552489993109,10.0673987345402,9.23638110167015,8.7176101036867,8.1840566401589
"Sncg",8.13411000691824,8.18711322625103,7.74372195565919,9.27818047460488,9.58002142929809,8.86015809189879,7.85893193678471,8.79500081712552,7.89023178933612,8.75664538015668,8.43039906306287,8.41671470866497
"Hmgcs1",9.95213793098495,9.19768003681557,9.35297650098831,8.51007187069428,8.20586654332549,8.63929012812118,9.78778881682671,9.70689822601016,9.72269645416845,9.1652911587935,9.47843122966399,9.68964563572752
"Aurkb",3.06344065712516,3.4478967795273,3.84729227239359,3.84942900453591,3.76590553522523,4.26973014256046,3.76590553522523,4.76516223514978,4.46544484907655,3.7175629295627,3.07509220718154,2.30488327412574
"Prss27",4.62747230186519,4.61841726645108,5.11122034652193,3.32708605501192,3.8670662145171,3.74307486942393,2.76928732910076,2.48405770715158,2.43617735993396,2.69534662097877,2.84193101197769,2.46796072399307
"Tmem82",3.76797067113521,2.89343879481702,3.18897440474082,2.07700490605701,1.58937696013477,2.19350603236298,4.852578155392,5.13888760898089,5.26373152933252,6.72335065097802,6.8967311683439,6.04107534843492
"Tcf15",7.0624478421592,7.39727522071081,7.6288631687761,6.87939779297068,6.49063952567835,7.31897798988183,6.96025153862485,6.66525445496602,6.73869927112649,4.96212297294804,6.16205794284659,5.30489289476071
"Tmem120a",8.11440971751376,7.43212999229404,7.47771698156873,6.93563706486908,6.72083658743587,6.13308999511779,8.06176069185978,8.26299422035084,8.16060331164017,7.67482406269319,8.21901018182531,7.93788008735189
"Socs2",6.28288075456814,6.47166811255055,6.70194585898176,7.3244245568149,6.91729929413316,7.15135192220587,9.90322364874039,9.69071703252359,9.72198166404784,8.39619841543725,8.66521026441001,8.78876193520358
"Ccdc85a",6.92162424400484,6.96881512189069,7.15595484187317,6.87527151757822,6.62348410954934,7.14402071856837,6.76546496065918,6.53719548718682,7.06285492119015,5.26944046606438,5.7706198413963,5.34893866046015
"Tectb",3.58868728971117,3.69836659281701,3.3086027081288,3.4010579452751,3.50138176765841,3.48459042552682,5.89479326068137,5.97838857663175,5.99999019831718,4.47968637475133,4.21928918513911,3.64502249682657
"Mlh3",6.31738028002501,6.44559113650408,6.57761806593476,6.06011398786547,5.69515386906594,6.01130685883635,5.44449579432197,5.37664277534282,5.37929736936406,3.51119962348753,4.16812478468228,4.30237763220997
"Tnfsf10",6.33492405442236,6.15552599678864,6.30278244602584,6.62427499138747,7.71883967254999,6.22627351758097,4.30550112792355,4.83608645924729,4.83198927255277,2.99318359641094,3.95420983321158,2.88487438986693
"Tfrc",7.22024398438346,8.07404560815943,7.77608508690936,8.33864514087517,9.32772127656605,8.48545533047873,7.52150743991208,7.16846567275175,7.12390657218014,7.42197245681352,7.34782894662795,7.58780713536279
"Tshr",6.75125841947964,6.33815613875879,6.15088078666657,7.145493006665,7.07148120930043,7.2101526855542,6.54173051404801,7.10274952970228,6.51278191474092,7.94994582018883,8.20158192494246,8.27546278255895
"Abra",3.14908190347897,4.03032921079019,2.26675959251034,5.7073083599348,4.71847008912327,5.05658614704983,3.9800977026998,5.29557500797687,6.4845867138515,7.42321260529921,7.5207212953019,9.29051223516133
"Vldlr",9.3141784721236,9.25978614567802,9.36269011210226,8.89129784246532,9.01647541499725,8.8583932975719,7.69062837566812,7.73857113909777,7.88591091243047,8.38783712198942,8.79545118443528,9.50712932697177
