"","WT.RT.1","WT.RT.2","WT.RT.3","KO.RT.1","KO.RT.2","KO.RT.3","WT.COLD.1","WT.COLD.2","WT.COLD.3","KO.COLD.1","KO.COLD.2","KO.COLD.3"
"17425978",4.86654739966648,5.39536946229839,4.94870762565207,7.65163625459491,7.8813003610474,5.92403797019481,5.27174837274329,5.75782126408062,5.45338946806368,7.55470270509877,6.37798444610157,7.36137681989733
"17277685",2.67064637476177,1.96168075074359,1.57673918307197,1.41661272944743,1.0924335433437,1.14389847608158,1.42250291533614,1.94792802141875,1.21067874420977,1.81627276684455,1.24841519637369,0.783622497881158
"17537345",2.6413541249136,2.22240602905918,2.59074204411883,2.32406531743512,2.23610450940043,2.02218394904739,2.76233706166971,1.86589465608174,2.87395845500224,2.43413170637703,3.32044307521045,2.00839758846018
"17221197",5.5252387478424,5.16810659767445,5.16216429579197,5.76775710853035,5.12743201151497,5.43621298045376,4.21330657397353,4.02170377608713,4.30090357171029,4.59177061660565,5.51013813184935,5.50178251010769
"17397467",4.40839256905475,3.36747349465276,3.88934729643483,4.53560578980391,4.82852922168979,3.8804147358739,3.50079385058312,3.98633165111856,3.30573395398608,3.66922460469498,3.43592961972604,3.4951082912182
"17419389",3.142620959368,3.17393315645973,3.21467926665727,2.48766182395941,2.9426606114447,3.09877053259775,3.8366374312806,3.59455576064573,3.66550318521438,3.38699327483656,4.07466137436692,4.72337814994622
"17413054",4.88475387811309,5.30834568248617,5.05889681512101,5.11123177129804,5.95733516114017,5.6345803417608,4.10661648633442,4.14279195991782,3.93373330947438,4.6856347828277,4.285174181542,3.51756439691168
"17455459",3.88037522470374,4.29946813105015,4.39352710477656,3.82358483837797,4.55622014604206,3.49524396946413,2.81126221958053,2.97051915040842,3.36015641930979,2.83580799143619,2.99904586450674,3.02250432350603
"17533937",6.75292450172653,7.24255214727313,6.90204181599475,6.87571433342613,6.91476399268487,6.40561165131064,6.12296703063251,6.17062500392867,6.20607491829666,6.33022340463536,6.23930277473306,6.72220539119376
"17340584",3.62138748878896,3.29165066056223,2.48551042854289,2.98577102667384,2.94881464895953,3.39480856235172,4.33836537786282,4.09004619834636,3.65702721581365,3.85807314717089,2.96394400596739,3.39761623932998
"17533961",4.00383540710509,3.93270110770638,3.59165161163472,3.37179154950851,3.95515491702975,4.20772936804673,3.79417104368747,4.26565273786955,3.53977026520208,4.1008573625669,3.08542274744966,3.27365706904487
"17550418",2.52512807285031,2.11206318540812,1.7243721811672,2.5040462778064,3.18539444226669,3.20337835050582,3.73371389238649,3.05461004094699,3.13609013540297,3.93960457269542,4.09708836527022,3.47206342879321
"17540902",3.05296285039507,2.05887121398994,2.75543838188179,2.01943818363698,2.42202934103854,1.80954332490417,2.19121844424449,2.04004554870106,3.22105923049322,3.01301365598556,2.39300038134704,1.42497870751334
"17449820",2.55905964154225,2.96563052198753,2.69406057994302,3.28936485923184,2.04024744333202,2.47647130687483,3.18866951013148,2.84178621125365,2.47780872333198,3.05653228926023,4.36361963295461,3.7064594467841
"17275976",3.49837675020783,3.54645284724159,2.85606142460123,2.890892581576,3.69493799565306,2.56628202618959,3.35948770084338,4.20033389362989,3.74401389045186,3.70638910794689,3.8266216326765,3.99843882359419
"17366244",1.72338655945066,3.57148235929321,2.76982276575717,2.21066771800604,2.53743973742449,2.81629522889149,2.16091462668881,2.73920615413307,2.24204976936155,2.31589630273808,3.06027012836655,2.08912513671864
"17415294",3.21351362692399,3.59683442781122,2.55857847323403,3.28944350102367,3.68927431553248,4.31770480783559,2.56670506702739,2.57118977635131,3.05012807221288,3.96485173306629,3.02669695420261,3.85772377447481
"17240303",5.24410472051038,5.2983565976159,5.3032133350738,4.61288233509096,4.42451640472768,4.59811948838865,5.45133884124583,5.55747437996949,5.09564013785636,5.25638943325413,4.53200941854059,4.942587762524
"17485649",1.83445568024286,2.19253372767255,2.13706645712508,2.00246780598002,2.19799785327126,2.72533129289276,2.12378965261269,2.92143147899201,1.89786121712702,2.92841540254208,2.59475700147115,2.39226576085178
"17547719",4.1476511421873,3.61898423817226,3.48283725152557,4.63378642411237,5.1231447697167,4.57813964623544,3.21008744326317,3.23431374750262,3.32877956841804,4.0958987255548,3.83018478255392,3.27739926747395
"17242316",3.31072547941797,3.32417260545337,3.43065389399246,3.61268396787366,2.34540237683724,3.02675003359463,3.35366111872182,4.3637411245628,4.81064824725753,4.0829695414403,4.11941449397522,3.53543254701759
"17260396",2.93475689423793,2.89342971197636,2.72682415932404,3.10175514836368,2.69474459889011,2.60169359171057,3.64683712575661,3.89591105964862,3.46525357275809,3.35299725794507,4.68845497716475,5.03638792471197
"17341161",6.73162920193227,6.74306102837885,7.1828102554652,7.21634124562459,6.98808354222464,7.45498431351225,6.54759905338386,6.61480920938085,6.48455390175553,6.39086616997687,6.08066617680789,7.0533068796487
"17288035",3.60308384524404,3.3141884757269,4.24892591648076,3.71812236040816,3.69839939567306,3.88112786828763,3.27326441401762,2.96140135009795,2.96535667000213,3.03469727699961,3.05181518338772,3.17635388325499
"17421437",2.8248028383818,3.31611182974317,2.40520453968578,2.60528421514849,3.47481770653404,2.73956444733527,2.6810080804902,3.06325353288109,2.50751138307839,3.37200004354373,2.91345041181351,2.4653239679961
"17546407",3.17369533564397,3.91409518143592,2.91172018479584,2.4622778699067,3.05492367744378,2.51097076009611,2.09392872088031,2.52012975555476,2.04209856590104,2.74088674664088,1.7942009154381,2.248186444431
"17444778",2.38833446436642,3.00336331241672,3.4395903024495,2.93877102306173,3.46742613339191,2.18725334178427,2.05022496403037,3.48238692439042,2.66263244648086,4.59118536302827,2.85172474902806,3.38875690031032
"17333493",2.93433507561575,2.424207415811,2.77138357500795,2.45889580185187,3.42384873354424,2.85186304901189,3.33363399670057,3.21348825923355,2.84063624461143,3.19949829394517,2.93201890179865,2.54271608783849
"17450937",2.61910454383251,3.17588547349305,2.45820388997292,4.15122160850416,4.08315018165544,3.07538590464572,2.08172277485032,2.36086310177505,2.52780151979611,2.55591087194037,2.46078554565249,2.14765758055277
"17499753",2.12253487650348,3.50088197395216,2.72463383050489,3.261550360139,3.01532846720004,2.56634963207502,2.47325561522533,2.22180064419938,2.74852213922072,3.94022213669491,2.71662741882635,1.98632464226436
"17499796",5.97511703588049,5.65824847511797,5.81141184469547,5.53215833103369,4.92494398137732,4.88378789224983,5.09496136904535,5.89171351781288,5.57149474789165,6.32642708542809,5.83612870352084,5.71244863474793
"17446017",2.35207100796932,3.37293547948324,2.91046490428898,2.78520438777799,3.58738767033171,2.37578446039016,2.84876858914702,3.43513827689743,2.91458917604908,3.70112845258439,2.98865432577639,3.03393880292292
"17439861",5.14520084742976,5.0834722003886,5.61850226431973,4.74424510306416,4.97605644753288,5.36609354474986,6.43776089646025,6.03294496926506,5.91687628240927,5.26297110609691,5.84226145792109,5.66333812390728
"17422398",5.86188726679286,6.02071189223631,5.71673477201809,5.96605020468658,5.79783866139607,5.71112791519734,4.88592471135793,5.12485201516384,4.85300173140428,4.53635527766854,5.31099246788863,5.60777309620472
"17513982",2.99875063814267,3.30611353102343,3.53212838744889,2.49701628363843,2.46838215506255,3.01401128750871,2.89193319662476,3.33089789799559,3.2016662305829,3.18265325508888,2.91268899014312,2.65343866968517
"17486549",3.61267015084835,4.02354113060216,2.2857006208924,3.43628090210017,2.57928986179517,3.18012613934686,3.42720324512858,3.52353816000254,3.85851431593061,3.93774288438673,3.81400531697421,3.35382714650389
"17399858",1.99570403909822,1.41706284226914,1.51321984274755,1.68487024499619,1.04939619068741,1.70261617985537,1.09219450677957,1.05214164776496,1.46813058534382,1.83289371318037,1.87093861801231,1.38181801288826
"17486299",2.47376028750014,4.10820131877826,1.40298282584351,2.14269862056488,1.81871130823671,1.48854937883675,2.19267175214165,1.67756761045794,1.69898791408016,2.21019481931618,1.43296301598034,2.06519154603735
"17486261",2.97672291536217,5.63415521508943,4.10697783980273,4.09042756457788,3.20092287775082,1.75775508029942,2.56745733080743,3.15224613764062,3.53750502267804,3.31616607881088,2.53808675131123,2.21199034894187
"17400428",3.81815460860258,4.47464815602767,4.3067480550942,5.36154000466072,5.45267070369604,5.03931912494159,2.9803619680667,3.64505619736947,3.47102403913508,4.68715743270945,4.36654636047986,4.31995944724803
"17486418",1.5147096732506,1.15294693826702,0.964735476286776,1.62011768394319,0.8851857326833,1.67086111919019,0.616460561948624,0.534376645724583,0.809689284915304,2.4439521350398,0.581771800923822,0.829526370257064
"17540325",2.32223631519024,2.81542110435275,2.56528459359381,3.09603835466613,3.15820465100484,3.24474943172674,4.39047892004978,3.51159538385875,3.1346274464631,3.40044976894193,3.64669051632466,3.94956600343905
"17274770",2.82154620609053,2.41271632291165,2.2601069069206,2.96421248943566,2.73810853147739,3.00878360518958,4.1295380977898,3.89576951939576,3.74046631315182,4.42869311220517,5.2799902584767,3.5798522174309
"17487641",2.22817729138774,3.03747039201157,2.16966385838686,1.75740150178925,2.61061357166022,1.73185660751849,1.70872975768959,1.29075325806838,1.5084962296228,2.28603055076941,1.22016469857408,1.09694761185225
"17475695",2.10159654194498,2.72820013320632,1.92296771456622,2.41824586428805,2.73699362539219,2.05668049197164,1.95839755565497,1.67478398192566,2.39479371696241,2.71596617520811,2.00813306862224,2.52934321593263
"17374610",7.52059076782637,7.55505256163435,6.91670718482412,7.38660699953881,7.10115994817968,7.45524354267256,6.72128553249786,6.78492723590536,6.73733540246783,7.12248200977501,6.98975382951545,6.71486480106607
"17324249",9.17761591250755,9.18053683971195,8.85436109124775,9.07127281515335,8.79116703016881,8.55607939623289,9.60430260370843,9.6774858855511,9.65968566848264,10.2482580067867,9.81184632255064,9.42163459581112
"17468411",2.50242092499417,2.06819949872988,1.59166055764437,0.958556095818566,1.53690549098666,2.14329163469726,1.97121781482342,2.15104706840807,1.62030352334298,2.70017934859462,1.40426892138423,1.65276242576435
"17275155",2.74396879256927,2.84450188083951,2.68525326269698,2.64491294193272,3.30355066001501,2.87585730586066,4.61522614064145,4.97347831299408,4.31346786079264,4.79599866360812,4.7345974166663,4.35951053100939
"17498057",3.69463756858595,2.19299821835757,3.11342276222685,2.86740857856044,2.67189171033739,2.77560777657672,2.19466181203541,3.72731229565687,3.56449771876996,3.82537067672987,3.21193425355568,2.68927572791776
"17487635",1.21733037849727,3.02818734714644,1.09918455812577,1.71413137612417,1.53335560504127,1.52682012986566,0.917312030059865,1.19986224782201,0.767105639394104,1.7558436032412,1.30565240807305,1.71961215115758
"17484061",2.63151225509592,3.44090606042296,3.11337256465368,3.42763519465876,2.66821532839802,3.75534445886181,2.23680713576683,2.26025531251313,2.52770240934368,2.56349185074129,2.41525665357836,2.64819526761138
"17380370",2.54236544737034,2.80005306856137,2.50265439661556,2.84739950743443,2.98750022146951,3.05787638624314,2.42180692639124,2.73897117018776,3.10076911154225,4.0706311868771,3.11239456001771,3.27942240537731
"17391781",4.14963865111172,4.34489535992166,4.69018571059043,3.34487206053899,4.17857092866516,2.38314047699238,3.67524759773668,4.62188795099084,3.57917973398298,4.45835591897199,4.4050835793144,3.35310989252479
"17498810",4.91969761516743,4.64034385748944,5.50380704558821,5.4021052870602,5.94513146994439,5.08281384038955,4.40032279449883,4.38073385157809,4.65641539634208,4.51936041465684,4.72530698175978,5.38289821128602
"17511073",4.70718069780141,4.57405529012911,4.84808260691711,5.0341073327828,5.16374361337971,5.41746094989156,4.56515132766567,4.31900539476106,5.17437077621969,5.11101230411493,4.42432930842968,5.79457062246686
"17545699",4.04950189271089,3.91172633781373,4.07863554631123,3.87721584706435,3.51003248675287,3.97064516961671,5.29922308226151,4.78719703762974,4.78275087160683,4.81881885260532,5.15094269001434,5.24225036383411
"17416761",9.29996219691394,9.15815055746455,9.01456413477294,8.95298237593616,8.73570047317422,8.83322015162197,10.1183105783661,9.93984352334979,10.0354450165368,9.74496280355035,9.89763484934219,9.57552379795908
"17323038",4.48019631199413,5.35147378078378,4.7206899793832,4.59554887210711,5.35051844738863,4.15855412715554,5.44306120126287,5.05137338293259,4.9250784144757,4.80953507486122,5.43277399397246,5.00103219455787
"17366938",3.54590150514138,4.20094410083161,3.40779701522359,2.25859611772843,3.83471809581399,2.92233397073244,3.6312625912789,3.36191170107589,4.053799848974,4.55840172157871,4.18379442446223,3.12403206417239
"17549204",4.60277854557079,4.63827780728885,4.33688905613262,4.18266869796881,4.05667165031291,3.88065991878294,5.3372535110545,5.24344645880948,5.25708595335192,5.49197148175393,4.70201230328771,4.38292968796451
"17366886",4.66877481416987,5.12020517276146,2.72373253271207,3.13210083963638,3.20624997559924,1.63458639515182,2.47730771171785,2.72743323628893,3.25562643270791,4.92499956682876,3.25491348616219,1.72829201983278
"17437702",3.67274857779518,3.67699815500425,4.20371789072387,4.40525640294635,4.15221891097376,3.46189352279963,4.57570714448175,4.69175710469149,3.91727403475438,3.4778016839226,3.52625626300915,4.01431142146256
"17301245",3.33744994150182,4.38978215978622,4.21801712437951,3.20570718651541,2.84831316052071,3.6521060651211,3.07000131675856,3.65471976788691,4.09809512448371,4.01685235062342,4.24390732921431,4.21339243349135
"17325723",9.25090600642535,9.66564754493268,9.27750064913771,9.7884231231276,9.29081339702858,9.57261033674893,8.39434395892902,8.31386682757432,8.38272855641721,9.61020613094947,8.75357818833498,8.50357045804973
"17278876",2.0003189072477,2.18743260224476,2.0593506444507,4.87497098762596,3.94458889080601,3.64852220683329,3.65783207238092,4.27990960731676,4.65052747994574,2.82062838262785,5.08574356329349,4.66429250128887
"17366740",6.41285536737237,6.52248558233273,5.384756524866,5.98604188628931,5.27997063080057,5.89861810782506,5.80554863786224,6.4105128181186,5.89151141534974,6.71736801873417,5.94127368148562,5.95719861516499
"17432077",3.42073288840462,2.44582844186,3.52746395362287,3.62172725166992,3.34145228495508,2.87399490158075,2.35931644295321,2.25255701432047,2.19365733216746,2.21367141554378,2.06023619544946,2.60775218789905
"17316428",1.85641561203572,1.54378286717393,2.59826628096271,1.98611292743357,2.927868161442,1.88256591234379,1.77647668443069,2.7102969062467,1.83417026036272,2.38042184462334,1.68877308185663,1.71382307646261
"17497947",3.06643692399145,2.43922502285709,3.17914480704467,3.63825214044242,3.66901612223181,3.36608991166669,3.30337452910658,3.12757441224483,2.93669310243709,2.56091874418436,3.54870902320862,3.88192196819619
"17357148",3.98507600204058,3.61890448386175,3.88484309831386,3.60720624247402,4.31439890534373,2.603822382304,4.31623821318903,4.78335179669965,4.23847172621721,4.19484184695637,4.37049488010974,4.53050735770581
"17544295",3.73134135484626,4.84701782352445,3.11493463749634,2.55667378504382,3.0483572641816,2.87132110074235,2.98879485056125,2.99594904734092,2.74992546553503,3.59954560327239,2.50062066693274,3.68459873896584
"17419754",5.13138210744462,4.72358503935508,5.10738789190131,4.2583025980181,5.1752019380026,5.01407170624332,4.81148758560406,4.69827837820451,4.39193620635005,4.19756594762882,4.52457900045383,4.47012316407899
"17296802",3.19144589052903,1.98105428023083,3.16760225321964,2.27462341020028,2.24531831812465,2.05710120375846,3.60739282614127,2.31463926573561,2.81132378936855,2.35604861190002,2.82442766458036,2.8117879962334
"17473637",5.28458532112431,3.41814912097879,3.53121561897266,4.70757485445479,3.63637489387009,4.8609090226271,6.13659385147139,6.16992417187226,5.4361391869735,6.11835067816774,5.50309603746485,5.75125077024764
"17433251",8.70802750056233,8.58164786720508,8.70108332442003,8.79016360021676,8.92310758401196,8.91373835044629,7.42764439381301,8.01928496395599,7.87662774429745,6.86993747433517,8.26858675233856,8.65572511422723
"17411961",8.09395418375187,8.17430189588241,7.8698179056971,8.40185174077847,7.59502496633976,7.96281397802113,9.09013623670276,8.90746399291015,9.18649629875851,9.08973240512624,9.10810515214868,8.48842500317983
"17413300",5.24238608724256,5.36433421964782,5.24546518082845,5.37925378454623,5.25706390921218,5.56588500235428,5.82907060507181,5.92909169984441,5.81359902420056,5.72703668568595,5.94921873047875,7.10286161967441
"17251514",3.26635718670954,3.33389907618657,2.61908647496404,1.72792427932976,3.35458776124011,2.22592522707125,4.92106361088589,2.95703373686437,3.34844510953711,4.72870773430366,5.66926594917668,3.26254770308286
"17324394",4.78635364772535,4.98580075961183,5.99819926393868,4.91567720619319,6.18827716150537,4.71831914582974,6.9225993883506,6.27792018395311,6.02510759505943,6.23356926534261,6.16232394914326,6.6545956225166
"17428801",4.84097112076422,4.56834589813983,4.72834087101594,4.76145326092043,4.33234142049704,4.77777865207347,5.26995825324418,5.21580581488879,5.44671262121103,4.50243901647391,5.88592231126331,5.58843847515118
"17524206",4.17683589936772,4.10978096078929,4.16662487064209,5.41921526292119,5.43184836478076,5.14740654728454,4.67235548401591,4.09004619834636,5.112162358039,4.98669860067276,4.5059597136288,4.60843444447852
"17257591",7.02284335398328,6.12693492691356,6.74499889363149,6.7147198891148,7.06314352668779,6.83198366418108,7.68458494123293,7.30182850464564,6.98944316892227,7.57788029511308,7.32962885311203,7.10922406310487
"17266370",4.60074211714043,4.93622353261225,3.82932106408843,4.7019675460668,3.95550853191377,4.34904413319157,5.94616752743382,5.63983013893164,5.92728084103328,6.27755202446115,6.07464188678525,5.82791129307328
"17248894",4.74142153808086,4.93971908573727,4.53982265507405,4.93049011288685,4.56155800512457,4.03176259187878,5.61018363728938,5.76762654399426,5.71048860463255,6.0807456526319,6.10538032287715,6.18743519329942
"17321246",4.2069498503668,3.79017441257865,3.75886530764665,2.8915765748515,3.48559514543063,4.7156123499055,4.67654268703514,4.43536517951775,4.37187411541489,3.59570752173258,4.2193026570964,3.99531648201046
"17324398",1.33261299250732,1.97709372009728,2.44071065195322,1.75669615175166,1.84495246759728,1.99403311183582,3.39401499988845,2.50823106055287,2.43786448878275,2.635221177564,3.83185382463813,3.35927268925977
"17508591",4.33722559027842,2.92928257005969,5.21333921269486,3.61031509808136,5.08696987682608,4.27210691969243,5.7492681960816,5.45534850847199,5.4766172272144,5.10626562319398,5.45016910841005,4.7974503990285
"17250740",7.96882684455802,7.12830311125523,8.18151286378952,7.54643613770217,8.21274852627103,8.39529623181599,8.29750360273194,7.92337365730408,7.7889505662298,7.56461127541449,7.90214759017402,8.2865492393105
"17344120",0.854081271121776,1.27848858996376,1.44800088784379,1.46750575557214,1.27848858996376,2.14505605344174,1.94579475544152,2.56565936437868,2.4970461678767,3.25935415695945,3.39488814230543,2.13301672681968
"17376276",7.13099931902084,5.96474878004827,7.2260547287065,6.66022042806499,7.14765379701155,7.83116272295647,6.98625471239766,6.48755975664328,5.99881010447055,4.53627216162328,5.62195240622592,5.85911572140858
"17324110",3.5897887209609,2.51378440498379,2.76100481163942,3.23645479519993,3.19584643703595,3.28519790558847,3.22364630190335,2.49402079652835,3.26174072108943,2.66249435784748,3.7803169084666,3.02889331083318
"17304510",3.11156811323961,3.85915328406654,2.83205118694517,2.89879504758238,1.95183362684594,2.75590603499489,3.73661373065981,3.50280484160162,3.66151924057559,4.00052274072886,3.89050965313215,5.03944115689937
"17477426",3.5873490972195,2.70139988467879,3.45037138412173,2.70359385874971,2.74976457183444,4.54492942927759,2.88216357080361,3.06238938154779,2.69353803139145,2.4070539031858,3.08182420668192,3.26847683656728
"17477424",3.30514123133366,2.76361284112281,1.73935860990713,2.50794807683405,2.44388357516209,1.7501966626128,2.69916010113479,2.77831761383511,3.06279143572417,2.60376274470191,4.58285964071451,3.09339227876048
"17419411",7.15206360338937,6.57168700657136,7.46292045255364,7.92822239507849,8.01788930320513,8.32509198442147,7.34734514299401,7.00451513997696,6.77303618803658,6.91042495750739,7.13086994362359,7.17039514608356
"17409376",6.46477915815535,5.53542700862861,6.57585859049983,5.4804788833637,6.34145048556618,6.83432939512961,6.0432071499803,5.82561889680153,5.83985944441532,4.04046502350833,5.3424675651743,5.62049540441745
"17483383",4.65077670260703,4.31704518410075,4.07042215563637,4.88670532372886,4.63926864875048,4.49930655456642,5.04232314652718,4.10187726299763,4.24597330961264,4.23827621966532,3.84264483573708,3.18120926334788
"17250744",5.24576499834718,4.99699148897217,4.90862956530891,5.2321923400116,5.46539671215674,5.48149040751558,5.80838072393632,6.03214020255061,6.26677010409465,5.94388031226749,6.40582577332314,6.81514799699844
"17376270",2.36638304515196,1.55334259247192,2.07496183831259,1.40499438420939,2.09329810101707,1.39670506503579,2.08291644910585,1.2938947009875,2.0618689735734,2.10776586790386,2.01702892748607,3.37093925072609
"17518312",5.66815300874558,5.17438181964073,5.10303183226127,3.97489436570077,4.19761927999034,4.69750091774552,7.27064274016998,6.72822293057541,7.3449640877413,7.19529520067254,7.47845182320151,7.65148850209381
"17235582",4.32253299673104,4.61763114114273,4.42823810417351,4.50853253072391,3.57132809170035,3.38638287306644,6.37365697461796,5.58990003910094,5.52344042724322,3.20456073727852,6.41836642014929,5.53557219099922
"17250742",4.34019537048712,4.02784970436553,5.18447263099139,4.40599624054923,4.70225582952089,4.65370965079745,5.15188742168098,5.06667466040898,4.91682329320243,4.71167667412386,5.65626917362666,5.47054260368572
"17339499",3.89868614985581,4.78897327363426,4.97817943690644,4.63832643913805,4.73575325284374,4.95845340606932,5.43367872995692,5.22449603765111,4.85762173544222,5.20537653231645,4.64416407119042,5.66549127540739
"17351831",2.05591131562734,2.39918289205651,3.05508146461379,2.34703497143266,3.05898195806624,2.64397267608457,5.08854406827415,4.82668883362643,4.81195552746703,3.63899451959784,5.08786933242912,4.77786892424889
"17222564",7.8399503663279,6.71621856062159,7.59516026750891,8.52795214690676,8.35693460656543,8.49532158692761,8.21103733818849,7.86829316989005,7.65844015507541,7.42175492667876,7.88276837446774,7.68298322117586
"17532799",2.90478627239716,3.25859463712124,3.22532643950845,3.48394008488096,2.90458051804307,3.38312308152183,2.67206748117938,2.404331798759,2.65547310349875,2.66495928433273,2.45529553004061,2.66843719895793
